Source,Target,Weight,Type
2,20,0.03558421851289833,Undirected
2,21,0.054687648298247946,Undirected
2,22,0.0027046588701382804,Undirected
2,23,0.001259517948130761,Undirected
2,24,0.003202362461408656,Undirected
2,25,0.05313526913542287,Undirected
2,26,0.055130521702356695,Undirected
2,27,0.0012592506489984114,Undirected
2,28,0.0017129287188071788,Undirected
2,29,0.0013185602109696338,Undirected
2,30,0.003586489575533047,Undirected
2,31,0.03781756932886848,Undirected
2,32,0.00030083029160482935,Undirected
2,33,0.001224924195264965,Undirected
2,34,0.0003014227152158187,Undirected
2,35,0.00022778571576484232,Undirected
2,36,0.0004156880676740174,Undirected
2,37,0.05650435289707169,Undirected
2,38,0.00042087542087542086,Undirected
2,39,0.0031785458678903716,Undirected
2,40,0.0011189933282661937,Undirected
2,41,0.0015060560422544174,Undirected
2,42,8.495274503557396e-05,Undirected
2,43,0.0008505571149102662,Undirected
2,44,0.011655606602007828,Undirected
2,45,0.0009791400595998297,Undirected
2,46,0.00034104231056165404,Undirected
2,47,0.0008317338451695458,Undirected
2,48,0.002260802798276671,Undirected
2,49,0.0013080865481525958,Undirected
2,50,0.0021266540642722116,Undirected
2,51,0.0005589714924538849,Undirected
2,52,0.0003225182222795588,Undirected
2,53,0.0004958499514929395,Undirected
2,54,0.0015739542906425183,Undirected
2,55,0.0002589443701178197,Undirected
2,56,2.1641274238227147e-05,Undirected
2,57,0.0038976224503053138,Undirected
2,58,0.0005639301594187182,Undirected
2,59,0.0008898341869953989,Undirected
2,60,0.027772952314774602,Undirected
2,61,0.0009338487599357165,Undirected
2,62,0.00019546096210229123,Undirected
2,63,0.00032643468042044786,Undirected
2,64,0.0013092718266524102,Undirected
2,65,0.0029471478158360075,Undirected
2,66,0.0008961161016763928,Undirected
2,67,0.0147152071717503,Undirected
2,68,0.0003937093987182572,Undirected
2,69,0.0006568575932737783,Undirected
2,70,0.0004816955684007707,Undirected
2,71,0.01230755754111644,Undirected
2,72,0.0001314233144959916,Undirected
2,73,0.0003067753527916557,Undirected
2,74,0.0008990833735362484,Undirected
2,75,0.015560530243174437,Undirected
2,76,0.0045013394229502434,Undirected
2,77,6.59181296829338e-05,Undirected
2,78,0.00048342086180755455,Undirected
2,79,0.002507643914564132,Undirected
2,80,0.00026427643314907393,Undirected
2,81,0.00037448233324521987,Undirected
2,82,4.414036636504083e-05,Undirected
2,83,0.000419555712582255,Undirected
2,84,8.843296781039972e-05,Undirected
2,85,0.00026533409985406625,Undirected
2,86,0.0027652420139810635,Undirected
2,87,0.0005975169849735543,Undirected
2,88,0.012598529802497564,Undirected
2,89,2.2190169754798623e-05,Undirected
2,90,0.007529819417605117,Undirected
2,91,0.00013333925952264546,Undirected
2,92,2.223408039843472e-05,Undirected
2,93,0.004069651077456802,Undirected
2,94,0.0010910467368796064,Undirected
2,95,0.00042373826356519994,Undirected
2,96,0.0036582645549855007,Undirected
2,97,0.0002456289216890338,Undirected
2,98,0.01112501116968993,Undirected
2,99,0.0005142537730575741,Undirected
2,100,0.0016324887626629693,Undirected
3,4,0.21668112831285868,Undirected
3,5,0.01119327731092437,Undirected
3,6,0.004984251150877436,Undirected
3,7,0.01044023961205667,Undirected
3,8,0.001391350753807155,Undirected
3,9,0.004317375035978125,Undirected
3,10,0.0014348871480648413,Undirected
3,11,0.02961706442052722,Undirected
3,12,0.0008905248159582047,Undirected
3,13,0.002802736790042041,Undirected
3,14,0.002051000126865987,Undirected
3,15,0.0007636178516884439,Undirected
3,16,0.004983245983331901,Undirected
3,17,0.0012043443987036875,Undirected
3,18,0.00021914926256273148,Undirected
3,19,0.007076671310732214,Undirected
3,20,0.005140808549976325,Undirected
3,21,0.002166456038996209,Undirected
3,22,0.0025151247365916662,Undirected
3,23,0.012150254360465117,Undirected
3,24,0.0005253540429419827,Undirected
3,25,0.006389117889530091,Undirected
3,26,0.00160355531120427,Undirected
3,27,0.0012023399384956878,Undirected
3,28,0.0016277177072433438,Undirected
3,29,0.004170200735086231,Undirected
3,30,0.0056634495127073645,Undirected
3,31,0.0003373331405715387,Undirected
3,32,0.0007230135203528306,Undirected
3,33,0.0012068549360366883,Undirected
3,34,0.004130933687643435,Undirected
3,35,0.0038074244777315767,Undirected
3,36,0.0006793478260869565,Undirected
3,37,0.007390591499558582,Undirected
3,38,0.0018901177492273505,Undirected
3,39,0.0025806781306691876,Undirected
3,40,0.0003333760738556225,Undirected
3,41,0.00030948573786558,Undirected
3,42,0.00018080380204566588,Undirected
3,43,0.003880079670969244,Undirected
3,44,0.0003881284446399462,Undirected
3,45,0.0021237471186967443,Undirected
3,46,0.0046956882685622375,Undirected
3,47,0.0033747825861218557,Undirected
3,48,0.0003115507438274009,Undirected
3,49,0.00018293957767091785,Undirected
3,50,0.015294764685854962,Undirected
3,51,0.0005243151133831433,Undirected
3,52,0.00047194546407970634,Undirected
3,53,0.005155723905723906,Undirected
3,54,0.002236194785719923,Undirected
3,55,0.0014483975456245227,Undirected
3,56,0.00015856655831285183,Undirected
3,57,0.003279295480390342,Undirected
3,58,0.0025969896120415516,Undirected
3,59,2.652027475004641e-05,Undirected
3,60,0.0011941724385001193,Undirected
3,61,0.0016721076518831117,Undirected
3,62,0.003185051491665782,Undirected
3,63,0.003911446969293811,Undirected
3,64,0.0012814352074323242,Undirected
3,65,0.00045408408568833804,Undirected
3,66,0.0008024823453884015,Undirected
3,67,0.00026762297275598136,Undirected
3,68,0.0012048192771084338,Undirected
3,69,0.0008846473473983326,Undirected
3,70,0.004584081709245905,Undirected
3,71,0.00018769775298975707,Undirected
3,72,0.0011532787984444147,Undirected
3,73,5.366678294469638e-05,Undirected
3,74,0.00048344210780759005,Undirected
3,75,0.0005108213469552359,Undirected
3,76,0.00546095284211659,Undirected
3,77,0.0007269398524581336,Undirected
3,78,0.0005115778136779752,Undirected
3,79,0.0015367195082497574,Undirected
3,80,0.00013499649009125764,Undirected
3,81,0.00027007318983444516,Undirected
3,82,0.0007850355973038087,Undirected
3,83,0.0011105994528266112,Undirected
3,84,5.425494398177034e-05,Undirected
3,85,0.0017364408389179803,Undirected
3,86,0.004343694855436405,Undirected
3,87,0.0015753164213156607,Undirected
3,88,0.0009240385922000272,Undirected
3,89,0.0009810333551340746,Undirected
3,90,0.003001200480192077,Undirected
3,91,0.0002730077261186492,Undirected
3,92,8.195153932308028e-05,Undirected
3,93,0.003743373954860921,Undirected
3,94,0.0027639428602703737,Undirected
3,95,0.00016451878256100905,Undirected
3,96,0.0015907407915306767,Undirected
3,97,0.0008787828857033009,Undirected
3,98,0.000247286715208133,Undirected
3,99,2.750577621300473e-05,Undirected
3,100,0.0013755915043468692,Undirected
4,5,0.01430803532241358,Undirected
4,6,0.0011585178212624224,Undirected
4,7,0.021380330096311392,Undirected
4,8,0.0007811248197404263,Undirected
4,9,0.000342907858641278,Undirected
4,10,0.0007138049884771481,Undirected
4,11,0.033477609797124046,Undirected
4,12,0.0005625820432146355,Undirected
4,13,0.0019571599434598237,Undirected
4,14,0.001139537481845604,Undirected
4,15,4.4838022643201435e-05,Undirected
4,16,0.00577049776222823,Undirected
4,17,0.0002086762966913214,Undirected
4,18,0.00016244314489928524,Undirected
4,19,0.004662605435801312,Undirected
4,20,0.006433559743614274,Undirected
4,21,0.007397122543269576,Undirected
4,22,0.00040871279511468003,Undirected
4,23,0.022750825440435735,Undirected
4,24,0.0010668994447273344,Undirected
4,25,0.0074156920907388945,Undirected
4,26,0.006202266867733619,Undirected
4,27,0.00012281994595922377,Undirected
4,28,0.00012356051994266793,Undirected
4,29,0.001804285177296078,Undirected
4,30,0.006802550328831768,Undirected
4,31,0.0008726227446551857,Undirected
4,32,0.0003337269600041074,Undirected
4,33,0.00020570311897354145,Undirected
4,34,0.002547869054972205,Undirected
4,35,0.002568012198057941,Undirected
4,36,0.0,Undirected
4,37,0.013933056648520455,Undirected
4,38,0.000546268982847154,Undirected
4,39,0.0022678834909011423,Undirected
4,40,0.00010972130787798991,Undirected
4,41,0.00013798813302056022,Undirected
4,42,0.0005528374381513116,Undirected
4,43,0.0016888150609080841,Undirected
4,44,0.0004985044865403788,Undirected
4,45,0.0013029496562430695,Undirected
4,46,0.005637792651428889,Undirected
4,47,0.005252626313156579,Undirected
4,48,0.0001945633442659403,Undirected
4,49,0.0005598320503848845,Undirected
4,50,0.029261586802827966,Undirected
4,51,8.425546256248946e-05,Undirected
4,52,8.426729586247578e-05,Undirected
4,53,0.010964850466499422,Undirected
4,54,0.00019733874605322508,Undirected
4,55,0.001382852627419992,Undirected
4,56,0.0,Undirected
4,57,0.00147417361229234,Undirected
4,58,0.007358581697303747,Undirected
4,59,0.0,Undirected
4,60,0.0015649897564306852,Undirected
4,61,8.537765382207297e-05,Undirected
4,62,0.005862765745510431,Undirected
4,63,0.009388465599406443,Undirected
4,64,0.0004009278616226123,Undirected
4,65,8.596234849136078e-05,Undirected
4,66,0.0008896541828095853,Undirected
4,67,0.001234674246992276,Undirected
4,68,0.0004883513831834765,Undirected
4,69,0.00020135772638361522,Undirected
4,70,5.753077896674721e-05,Undirected
4,71,0.0002589555459646094,Undirected
4,72,0.0012663328152880907,Undirected
4,73,0.0001439760423865469,Undirected
4,74,2.8823427682019945e-05,Undirected
4,75,0.0014427516158818099,Undirected
4,76,0.006640873130449847,Undirected
4,77,0.0006068837962026414,Undirected
4,78,2.890089881795324e-05,Undirected
4,79,0.00104187769513501,Undirected
4,80,0.0,Undirected
4,81,5.7991185339828345e-05,Undirected
4,82,0.0004069530841230161,Undirected
4,83,0.0011344464483099656,Undirected
4,84,0.0,Undirected
4,85,2.9139227227693923e-05,Undirected
4,86,0.002740844413342664,Undirected
4,87,5.8344759182006474e-05,Undirected
4,88,0.0007297991592713685,Undirected
4,89,0.0011710630324677225,Undirected
4,90,0.0023158326737607363,Undirected
4,91,0.00017600469345849224,Undirected
4,92,0.0,Undirected
4,93,0.004462843888546346,Undirected
4,94,0.003882010410846102,Undirected
4,95,0.0,Undirected
4,96,0.0004127115146512588,Undirected
4,97,0.00044280442804428045,Undirected
4,98,0.0004430529300567108,Undirected
4,99,5.914185173137771e-05,Undirected
4,100,2.9577923038244256e-05,Undirected
5,6,0.008460409361493925,Undirected
5,7,0.0191996351613271,Undirected
5,8,0.0019434346205729704,Undirected
5,9,0.005093926472283047,Undirected
5,10,0.0013071285187432893,Undirected
5,11,0.018210442220029138,Undirected
5,12,0.001411415721735802,Undirected
5,13,0.009875860682514953,Undirected
5,14,0.014650969816409086,Undirected
5,15,0.006169625657312438,Undirected
5,16,0.002722994765505208,Undirected
5,17,0.0011911852293031567,Undirected
5,18,0.0007587870247418769,Undirected
5,19,0.0026035243498040506,Undirected
5,20,0.00036495325790966005,Undirected
5,21,0.0037940531729526166,Undirected
5,22,0.006553116967488631,Undirected
5,23,0.011047532717693048,Undirected
5,24,0.007988587731811698,Undirected
5,25,0.0010017745720991471,Undirected
5,26,0.0037224751596369155,Undirected
5,27,0.0042874938439699875,Undirected
5,28,0.0003209336250911743,Undirected
5,29,0.0027584979533724864,Undirected
5,30,0.004012244776651707,Undirected
5,31,0.004668619553277188,Undirected
5,32,0.00015261117724262125,Undirected
5,33,0.002415902140672783,Undirected
5,34,0.003489973978264197,Undirected
5,35,0.003334188253398307,Undirected
5,36,0.002643967240601019,Undirected
5,37,0.0005175481158013909,Undirected
5,38,0.0026626343644193156,Undirected
5,39,0.0017101325352714834,Undirected
5,40,0.0007269122749050058,Undirected
5,41,0.006124350951937159,Undirected
5,42,0.008570666310945108,Undirected
5,43,0.0009689598716963481,Undirected
5,44,0.0011364775879934485,Undirected
5,45,0.00043505906763495196,Undirected
5,46,0.0017775690904212502,Undirected
5,47,0.0016447920512906583,Undirected
5,48,0.008896498472487998,Undirected
5,49,0.003487505925374145,Undirected
5,50,0.0031575730825382812,Undirected
5,51,0.0003399626041135475,Undirected
5,52,0.0003060183611016661,Undirected
5,53,0.0034146008331626034,Undirected
5,54,0.08005191079539634,Undirected
5,55,0.0007181205758643094,Undirected
5,56,0.0,Undirected
5,57,0.007908400096276176,Undirected
5,58,0.009997931462456044,Undirected
5,59,0.001518445663802326,Undirected
5,60,0.00017269367595758642,Undirected
5,61,0.00020727536532283138,Undirected
5,62,0.08519311822013405,Undirected
5,63,0.0029807292388742547,Undirected
5,64,0.00010442773600668337,Undirected
5,65,0.0071757001532673816,Undirected
5,66,0.007608012842884065,Undirected
5,67,0.0012571588210643944,Undirected
5,68,0.0025856044723969254,Undirected
5,69,0.0012599307038112903,Undirected
5,70,3.4998075105869175e-05,Undirected
5,71,0.0001750455118330766,Undirected
5,72,0.0018910873752407634,Undirected
5,73,0.0005256333882328205,Undirected
5,74,0.0004560923411570712,Undirected
5,75,0.002459160372387142,Undirected
5,76,0.0016524276623422283,Undirected
5,77,0.008235956638040264,Undirected
5,78,0.0004575853572685674,Undirected
5,79,0.0016924053310767928,Undirected
5,80,0.0015190052282040413,Undirected
5,81,0.0028271548220659432,Undirected
5,82,0.005600652227854383,Undirected
5,83,0.0054635115478766805,Undirected
5,84,7.109088970248463e-05,Undirected
5,85,3.555302734027803e-05,Undirected
5,86,0.0011741682974559687,Undirected
5,87,0.0004272287097692965,Undirected
5,88,0.0006769998218421521,Undirected
5,89,0.00046485017521275836,Undirected
5,90,0.0016474464579901153,Undirected
5,91,0.0021506147173733824,Undirected
5,92,0.0005022061197402877,Undirected
5,93,0.00251184153868236,Undirected
5,94,0.055227959154321875,Undirected
5,95,7.209805335255949e-05,Undirected
5,96,0.00032454653636724244,Undirected
5,97,0.00018060973847709868,Undirected
5,98,0.0008675221398879451,Undirected
5,99,0.0011945268949540289,Undirected
5,100,0.0,Undirected
6,7,0.014595248831193487,Undirected
6,8,0.0006663652157357386,Undirected
6,9,0.0032879736962104305,Undirected
6,10,0.0008997179262717635,Undirected
6,11,0.02274730656219393,Undirected
6,12,0.0005987426404550444,Undirected
6,13,0.006171866792730329,Undirected
6,14,0.0018455191879715573,Undirected
6,15,0.0007085240898190539,Undirected
6,16,0.0026033012074886453,Undirected
6,17,0.0010505394662123793,Undirected
6,18,0.00028422817838160477,Undirected
6,19,0.008081447182997326,Undirected
6,20,0.0044538831371854996,Undirected
6,21,0.004104653909756673,Undirected
6,22,0.001781208252931572,Undirected
6,23,0.034629585516912816,Undirected
6,24,0.1360554422176887,Undirected
6,25,0.012281757977122216,Undirected
6,26,0.0009034783918084626,Undirected
6,27,0.00042681625560196337,Undirected
6,28,0.0006757379365420646,Undirected
6,29,0.00340667583447931,Undirected
6,30,0.0022550032885464625,Undirected
6,31,0.0005474335029303794,Undirected
6,32,0.0003221130616846513,Undirected
6,33,0.0016783939061390484,Undirected
6,34,0.004556176689178273,Undirected
6,35,0.010212390581529484,Undirected
6,36,6.826870562534134e-05,Undirected
6,37,0.005788265917731274,Undirected
6,38,0.0011148660418771558,Undirected
6,39,0.003764509045278678,Undirected
6,40,0.0003152695554699268,Undirected
6,41,0.0013768269434441855,Undirected
6,42,0.0002476298287816612,Undirected
6,43,0.0030839034419198187,Undirected
6,44,0.0007447072591226639,Undirected
6,45,0.0015623335582146789,Undirected
6,46,0.008078866823261442,Undirected
6,47,0.005913154988779254,Undirected
6,48,0.02932060280024226,Undirected
6,49,0.00021570319240724764,Undirected
6,50,0.006453939066161889,Undirected
6,51,0.00025273495324403363,Undirected
6,52,0.0001444460494005489,Undirected
6,53,0.002974463145676146,Undirected
6,54,0.000834451982730472,Undirected
6,55,0.0013442325158946411,Undirected
6,56,3.650834215618269e-05,Undirected
6,57,0.0022656678238625982,Undirected
6,58,0.011909997068308415,Undirected
6,59,3.6685131516196485e-05,Undirected
6,60,0.003120984027905269,Undirected
6,61,0.0013221197987439862,Undirected
6,62,0.0031952401939180255,Undirected
6,63,0.004938453600648633,Undirected
6,64,0.0015920029618659757,Undirected
6,65,0.0005928121526491293,Undirected
6,66,0.0010023760023760023,Undirected
6,67,0.0007801471134556802,Undirected
6,68,0.000743439149505613,Undirected
6,69,0.0005585552038726494,Undirected
6,70,0.0008192142990132191,Undirected
6,71,0.00022349698279073232,Undirected
6,72,0.0041733427730372245,Undirected
6,73,7.45739960475782e-05,Undirected
6,74,0.00014933731566175098,Undirected
6,75,0.0004486484465547538,Undirected
6,76,0.007296538821328344,Undirected
6,77,0.0006743088334457181,Undirected
6,78,0.00018732204405814477,Undirected
6,79,0.0027398288545263474,Undirected
6,80,0.000376081233546446,Undirected
6,81,3.76236878738854e-05,Undirected
6,82,0.0006039331144075794,Undirected
6,83,0.019494503003513543,Undirected
6,84,7.571455612341472e-05,Undirected
6,85,0.0008709152182967927,Undirected
6,86,0.003297078106643423,Undirected
6,87,7.584376185058778e-05,Undirected
6,88,0.00060727976619729,Undirected
6,89,0.002514477293508077,Undirected
6,90,0.005342695771637918,Undirected
6,91,0.0013750429700928155,Undirected
6,92,0.0,Undirected
6,93,0.010783938814531548,Undirected
6,94,0.002299379167624741,Undirected
6,95,0.000269003151179771,Undirected
6,96,0.0011917118363894976,Undirected
6,97,0.00015404760070861895,Undirected
6,98,0.0007708020195012911,Undirected
6,99,0.0001157943492357573,Undirected
6,100,0.00019305019305019305,Undirected
7,8,0.0003802074846559122,Undirected
7,9,0.00490814367973677,Undirected
7,10,0.00047318172961839287,Undirected
7,11,0.01105406391156749,Undirected
7,12,0.0010892309456244447,Undirected
7,13,0.012895769336050366,Undirected
7,14,0.009320989604726848,Undirected
7,15,0.005619226007174831,Undirected
7,16,0.004011516935718676,Undirected
7,17,0.0010325417180161876,Undirected
7,18,0.0005669312345761355,Undirected
7,19,0.0133563265030094,Undirected
7,20,0.00017417961401797533,Undirected
7,21,0.007151079638608854,Undirected
7,22,0.013619769727604605,Undirected
7,23,0.026984182900623526,Undirected
7,24,0.020934778745334993,Undirected
7,25,0.0004995896228098348,Undirected
7,26,0.0045344187375035705,Undirected
7,27,0.0024271844660194173,Undirected
7,28,0.0010964912280701754,Undirected
7,29,0.0109332437777529,Undirected
7,30,0.004788268741583121,Undirected
7,31,0.0034033337200758016,Undirected
7,32,7.737542556484061e-05,Undirected
7,33,0.007252278456466938,Undirected
7,34,0.02116504854368932,Undirected
7,35,0.013428347818923261,Undirected
7,36,0.003112162330387153,Undirected
7,37,0.00016666666666666666,Undirected
7,38,0.0033608440398196207,Undirected
7,39,0.01319598161076111,Undirected
7,40,0.0014132762312633832,Undirected
7,41,0.0055341778719356655,Undirected
7,42,0.03541242252178059,Undirected
7,43,0.006213609107499783,Undirected
7,44,0.0014346578558386228,Undirected
7,45,0.001175650962292084,Undirected
7,46,0.014671848390899961,Undirected
7,47,0.0014862738240951215,Undirected
7,48,0.008875480937390696,Undirected
7,49,0.01003581060170653,Undirected
7,50,0.006122992279705386,Undirected
7,51,4.4444444444444447e-05,Undirected
7,52,0.0024449877750611247,Undirected
7,53,0.011979795270662912,Undirected
7,54,0.002816775462755969,Undirected
7,55,0.010614475098530992,Undirected
7,56,0.0,Undirected
7,57,0.00202995308552869,Undirected
7,58,0.024489611153863566,Undirected
7,59,0.004668661046142689,Undirected
7,60,4.537616843633724e-05,Undirected
7,61,0.0005446623093681918,Undirected
7,62,0.007171712586809495,Undirected
7,63,0.12339882390481835,Undirected
7,64,0.00018337688534360243,Undirected
7,65,0.0011471573441013169,Undirected
7,66,0.008004048024288146,Undirected
7,67,0.0013351134846461949,Undirected
7,68,0.00248790601243953,Undirected
7,69,0.001800720288115246,Undirected
7,70,0.00018468926031951243,Undirected
7,71,0.00018476604000184767,Undirected
7,72,0.007670979667282809,Undirected
7,73,0.000508741097030802,Undirected
7,74,0.0,Undirected
7,75,0.0064037122969837585,Undirected
7,76,0.0017651430694908955,Undirected
7,77,0.003395822672931107,Undirected
7,78,0.0013956734124214933,Undirected
7,79,0.000885904788548515,Undirected
7,80,0.0012153508156873744,Undirected
7,81,0.0012627443644186698,Undirected
7,82,0.006527047332832457,Undirected
7,83,0.005077096652877021,Undirected
7,84,9.425959091337543e-05,Undirected
7,85,0.00023571563266075807,Undirected
7,86,0.0019820670127418593,Undirected
7,87,0.0023142681717281443,Undirected
7,88,0.0012293144208037825,Undirected
7,89,0.008028122179468909,Undirected
7,90,0.0005712381587090017,Undirected
7,91,0.002716355318337781,Undirected
7,92,0.00038164297299875965,Undirected
7,93,0.0032453586598577768,Undirected
7,94,0.0013399052495573528,Undirected
7,95,0.0,Undirected
7,96,0.0006245196003074558,Undirected
7,97,0.0019259473253406519,Undirected
7,98,0.0024096385542168677,Undirected
7,99,0.0029452947708946938,Undirected
7,100,0.00014490653528474135,Undirected
8,9,0.001623019366197183,Undirected
8,10,0.21198581362227373,Undirected
8,11,0.006361717100633357,Undirected
8,12,0.044292329373867526,Undirected
8,13,0.0004578614816397546,Undirected
8,14,0.0010783038914084552,Undirected
8,15,0.0003186641598419426,Undirected
8,16,0.0016562205696099763,Undirected
8,17,0.0032436047483698376,Undirected
8,18,0.01094817195660908,Undirected
8,19,0.00852118413905486,Undirected
8,20,0.0022387015530992023,Undirected
8,21,0.000875687414620477,Undirected
8,22,0.0008812125484666902,Undirected
8,23,0.00017687219215394955,Undirected
8,24,0.0002141556911874933,Undirected
8,25,0.002544346891238129,Undirected
8,26,0.0030476873431337396,Undirected
8,27,0.0020010187004293094,Undirected
8,28,0.0016885691212098965,Undirected
8,29,0.0009744762190322701,Undirected
8,30,0.0018787104531449612,Undirected
8,31,0.0007770309646839427,Undirected
8,32,0.13979790128254954,Undirected
8,33,0.0005064869287411852,Undirected
8,34,0.00011704119850187266,Undirected
8,35,4.139244174013825e-05,Undirected
8,36,0.0011675910095492264,Undirected
8,37,0.0009211958797420652,Undirected
8,38,0.000555840602018129,Undirected
8,39,0.0002994780525370069,Undirected
8,40,0.0018078512396694215,Undirected
8,41,0.0010429794446134458,Undirected
8,42,0.0,Undirected
8,43,0.006027253668763103,Undirected
8,44,0.017479461632581718,Undirected
8,45,0.00017507002801120448,Undirected
8,46,0.0,Undirected
8,47,8.788118463836892e-05,Undirected
8,48,4.394831677946735e-05,Undirected
8,49,8.888493844718013e-05,Undirected
8,50,0.00013380909901873327,Undirected
8,51,0.09650612099008131,Undirected
8,52,0.0,Undirected
8,53,0.0,Undirected
8,54,0.00017979144192736425,Undirected
8,55,0.00036019810895992794,Undirected
8,56,4.52980612429788e-05,Undirected
8,57,0.000997732426303855,Undirected
8,58,0.00031857279388340236,Undirected
8,59,0.0012759752096244987,Undirected
8,60,0.0023722627737226276,Undirected
8,61,0.00041069635849228805,Undirected
8,62,4.563501118057774e-05,Undirected
8,63,0.0,Undirected
8,64,0.0,Undirected
8,65,0.0022606689734717416,Undirected
8,66,0.00018500531890291847,Undirected
8,67,0.0010646669444058696,Undirected
8,68,0.00120442859128179,Undirected
8,69,0.00018570102135561745,Undirected
8,70,0.0,Undirected
8,71,0.0004180019506757698,Undirected
8,72,4.646408326363721e-05,Undirected
8,73,0.02711123511904762,Undirected
8,74,0.00013972985561248253,Undirected
8,75,0.00023329600597237775,Undirected
8,76,0.0018682858477347033,Undirected
8,77,0.00037419898030777865,Undirected
8,78,0.0014033774617579643,Undirected
8,79,0.0011721130854704862,Undirected
8,80,4.700352526439483e-05,Undirected
8,81,0.0007054176072234763,Undirected
8,82,4.721881197469072e-05,Undirected
8,83,4.727238347357474e-05,Undirected
8,84,0.0024170616113744076,Undirected
8,85,9.481369109699441e-05,Undirected
8,86,0.0025151860288534548,Undirected
8,87,4.749465685110425e-05,Undirected
8,88,0.0008558387219475085,Undirected
