Source,Target,Weight,Type
2,49,61,Undirected
2,50,99,Undirected
2,51,26,Undirected
2,52,15,Undirected
2,53,23,Undirected
2,54,73,Undirected
2,55,12,Undirected
2,56,1,Undirected
2,57,180,Undirected
2,58,26,Undirected
2,59,41,Undirected
2,60,1279,Undirected
2,61,43,Undirected
2,62,9,Undirected
2,63,15,Undirected
2,64,60,Undirected
2,65,135,Undirected
2,66,41,Undirected
2,67,673,Undirected
2,68,18,Undirected
2,69,30,Undirected
2,70,22,Undirected
2,71,562,Undirected
2,72,6,Undirected
2,73,14,Undirected
2,74,41,Undirected
2,75,709,Undirected
2,76,205,Undirected
2,77,3,Undirected
2,78,22,Undirected
2,79,114,Undirected
2,80,12,Undirected
2,81,17,Undirected
2,82,2,Undirected
2,83,19,Undirected
2,84,4,Undirected
2,85,12,Undirected
2,86,125,Undirected
2,87,27,Undirected
2,88,569,Undirected
2,89,1,Undirected
2,90,339,Undirected
2,91,6,Undirected
2,92,1,Undirected
2,93,183,Undirected
2,94,49,Undirected
2,95,19,Undirected
2,96,164,Undirected
2,97,11,Undirected
2,98,498,Undirected
2,99,23,Undirected
2,100,73,Undirected
3,4,14234,Undirected
3,5,666,Undirected
3,6,288,Undirected
3,7,549,Undirected
3,8,73,Undirected
3,9,225,Undirected
3,10,74,Undirected
3,11,1519,Undirected
3,12,45,Undirected
3,13,136,Undirected
3,14,97,Undirected
3,15,36,Undirected
3,16,232,Undirected
3,17,55,Undirected
3,18,10,Undirected
3,19,320,Undirected
3,20,228,Undirected
3,21,96,Undirected
3,22,111,Undirected
3,23,535,Undirected
3,24,23,Undirected
3,25,279,Undirected
3,26,70,Undirected
3,27,52,Undirected
3,28,70,Undirected
3,29,177,Undirected
3,30,240,Undirected
3,31,14,Undirected
3,32,30,Undirected
3,33,50,Undirected
3,34,171,Undirected
3,35,152,Undirected
3,36,27,Undirected
3,37,293,Undirected
3,38,74,Undirected
3,39,101,Undirected
3,40,13,Undirected
3,41,12,Undirected
3,42,7,Undirected
3,43,150,Undirected
3,44,15,Undirected
3,45,82,Undirected
3,46,181,Undirected
3,47,130,Undirected
3,48,12,Undirected
3,49,7,Undirected
3,50,584,Undirected
3,51,20,Undirected
3,52,18,Undirected
3,53,196,Undirected
3,54,85,Undirected
3,55,55,Undirected
3,56,6,Undirected
3,57,124,Undirected
3,58,98,Undirected
3,59,1,Undirected
3,60,45,Undirected
3,61,63,Undirected
3,62,120,Undirected
3,63,147,Undirected
3,64,48,Undirected
3,65,17,Undirected
3,66,30,Undirected
3,67,10,Undirected
3,68,45,Undirected
3,69,33,Undirected
3,70,171,Undirected
3,71,7,Undirected
3,72,43,Undirected
3,73,2,Undirected
3,74,18,Undirected
3,75,19,Undirected
3,76,203,Undirected
3,77,27,Undirected
3,78,19,Undirected
3,79,57,Undirected
3,80,5,Undirected
3,81,10,Undirected
3,82,29,Undirected
3,83,41,Undirected
3,84,2,Undirected
3,85,64,Undirected
3,86,160,Undirected
3,87,58,Undirected
3,88,34,Undirected
3,89,36,Undirected
3,90,110,Undirected
3,91,10,Undirected
3,92,3,Undirected
3,93,137,Undirected
3,94,101,Undirected
3,95,6,Undirected
3,96,58,Undirected
3,97,32,Undirected
3,98,9,Undirected
3,99,1,Undirected
3,100,50,Undirected
4,5,815,Undirected
4,6,64,Undirected
4,7,1070,Undirected
4,8,39,Undirected
4,9,17,Undirected
4,10,35,Undirected
4,11,1632,Undirected
4,12,27,Undirected
4,13,90,Undirected
4,14,51,Undirected
4,15,2,Undirected
4,16,254,Undirected
4,17,9,Undirected
4,18,7,Undirected
4,19,199,Undirected
4,20,269,Undirected
4,21,309,Undirected
4,22,17,Undirected
4,23,944,Undirected
4,24,44,Undirected
4,25,305,Undirected
4,26,255,Undirected
4,27,5,Undirected
4,28,5,Undirected
4,29,72,Undirected
4,30,271,Undirected
4,31,34,Undirected
4,32,13,Undirected
4,33,8,Undirected
4,34,99,Undirected
4,35,96,Undirected
4,36,0,Undirected
4,37,517,Undirected
4,38,20,Undirected
4,39,83,Undirected
4,40,4,Undirected
4,41,5,Undirected
4,42,20,Undirected
4,43,61,Undirected
4,44,18,Undirected
4,45,47,Undirected
4,46,203,Undirected
4,47,189,Undirected
4,48,7,Undirected
4,49,20,Undirected
4,50,1043,Undirected
4,51,3,Undirected
4,52,3,Undirected
4,53,389,Undirected
4,54,7,Undirected
4,55,49,Undirected
4,56,0,Undirected
4,57,52,Undirected
4,58,259,Undirected
4,59,0,Undirected
4,60,55,Undirected
4,61,3,Undirected
4,62,206,Undirected
4,63,329,Undirected
4,64,14,Undirected
4,65,3,Undirected
4,66,31,Undirected
4,67,43,Undirected
4,68,17,Undirected
4,69,7,Undirected
4,70,2,Undirected
4,71,9,Undirected
4,72,44,Undirected
4,73,5,Undirected
4,74,1,Undirected
4,75,50,Undirected
4,76,230,Undirected
4,77,21,Undirected
4,78,1,Undirected
4,79,36,Undirected
4,80,0,Undirected
4,81,2,Undirected
4,82,14,Undirected
4,83,39,Undirected
4,84,0,Undirected
4,85,1,Undirected
4,86,94,Undirected
4,87,2,Undirected
4,88,25,Undirected
4,89,40,Undirected
4,90,79,Undirected
4,91,6,Undirected
4,92,0,Undirected
4,93,152,Undirected
4,94,132,Undirected
4,95,0,Undirected
4,96,14,Undirected
4,97,15,Undirected
4,98,15,Undirected
4,99,2,Undirected
4,100,1,Undirected
5,6,415,Undirected
5,7,842,Undirected
5,8,85,Undirected
5,9,221,Undirected
5,10,56,Undirected
5,11,775,Undirected
5,12,59,Undirected
5,13,393,Undirected
5,14,565,Undirected
5,15,237,Undirected
5,16,103,Undirected
5,17,44,Undirected
5,18,28,Undirected
5,19,95,Undirected
5,20,13,Undirected
5,21,135,Undirected
5,22,232,Undirected
5,23,390,Undirected
5,24,280,Undirected
5,25,35,Undirected
5,26,130,Undirected
5,27,148,Undirected
5,28,11,Undirected
5,29,93,Undirected
5,30,135,Undirected
5,31,153,Undirected
5,32,5,Undirected
5,33,79,Undirected
5,34,114,Undirected
5,35,104,Undirected
5,36,82,Undirected
5,37,16,Undirected
5,38,81,Undirected
5,39,52,Undirected
5,40,22,Undirected
5,41,184,Undirected
5,42,257,Undirected
5,43,29,Undirected
5,44,34,Undirected
5,45,13,Undirected
5,46,53,Undirected
5,47,49,Undirected
5,48,265,Undirected
5,49,103,Undirected
5,50,93,Undirected
5,51,10,Undirected
5,52,9,Undirected
5,53,100,Undirected
5,54,2344,Undirected
5,55,21,Undirected
5,56,0,Undirected
5,57,230,Undirected
5,58,290,Undirected
5,59,44,Undirected
5,60,5,Undirected
5,61,6,Undirected
5,62,2466,Undirected
5,63,86,Undirected
5,64,3,Undirected
5,65,206,Undirected
5,66,218,Undirected
5,67,36,Undirected
5,68,74,Undirected
5,69,36,Undirected
5,70,1,Undirected
5,71,5,Undirected
5,72,54,Undirected
5,73,15,Undirected
5,74,13,Undirected
5,75,70,Undirected
5,76,47,Undirected
5,77,234,Undirected
5,78,13,Undirected
5,79,48,Undirected
5,80,43,Undirected
5,81,80,Undirected
5,82,158,Undirected
5,83,154,Undirected
5,84,2,Undirected
5,85,1,Undirected
5,86,33,Undirected
5,87,12,Undirected
5,88,19,Undirected
5,89,13,Undirected
5,90,46,Undirected
5,91,60,Undirected
5,92,14,Undirected
5,93,70,Undirected
5,94,1536,Undirected
5,95,2,Undirected
5,96,9,Undirected
5,97,5,Undirected
5,98,24,Undirected
5,99,33,Undirected
5,100,0,Undirected
6,7,615,Undirected
6,8,28,Undirected
6,9,137,Undirected
6,10,37,Undirected
6,11,929,Undirected
6,12,24,Undirected
6,13,235,Undirected
6,14,68,Undirected
6,15,26,Undirected
6,16,94,Undirected
6,17,37,Undirected
6,18,10,Undirected
6,19,281,Undirected
6,20,151,Undirected
6,21,139,Undirected
6,22,60,Undirected
6,23,1163,Undirected
6,24,4535,Undirected
6,25,408,Undirected
6,26,30,Undirected
6,27,14,Undirected
6,28,22,Undirected
6,29,109,Undirected
6,30,72,Undirected
6,31,17,Undirected
6,32,10,Undirected
6,33,52,Undirected
6,34,141,Undirected
6,35,301,Undirected
6,36,2,Undirected
6,37,169,Undirected
6,38,32,Undirected
6,39,108,Undirected
6,40,9,Undirected
6,41,39,Undirected
6,42,7,Undirected
6,43,87,Undirected
6,44,21,Undirected
6,45,44,Undirected
6,46,227,Undirected
6,47,166,Undirected
6,48,823,Undirected
6,49,6,Undirected
6,50,179,Undirected
6,51,7,Undirected
6,52,4,Undirected
6,53,82,Undirected
6,54,23,Undirected
6,55,37,Undirected
6,56,1,Undirected
6,57,62,Undirected
6,58,325,Undirected
6,59,1,Undirected
6,60,85,Undirected
6,61,36,Undirected
6,62,87,Undirected
6,63,134,Undirected
6,64,43,Undirected
6,65,16,Undirected
6,66,27,Undirected
6,67,21,Undirected
6,68,20,Undirected
6,69,15,Undirected
6,70,22,Undirected
6,71,6,Undirected
6,72,112,Undirected
6,73,2,Undirected
6,74,4,Undirected
6,75,12,Undirected
6,76,195,Undirected
6,77,18,Undirected
6,78,5,Undirected
6,79,73,Undirected
6,80,10,Undirected
6,81,1,Undirected
6,82,16,Undirected
6,83,516,Undirected
6,84,2,Undirected
6,85,23,Undirected
6,86,87,Undirected
6,87,2,Undirected
6,88,16,Undirected
6,89,66,Undirected
6,90,140,Undirected
6,91,36,Undirected
6,92,0,Undirected
6,93,282,Undirected
6,94,60,Undirected
6,95,7,Undirected
6,96,31,Undirected
6,97,4,Undirected
6,98,20,Undirected
6,99,3,Undirected
6,100,5,Undirected
7,8,14,Undirected
7,9,179,Undirected
7,10,17,Undirected
7,11,394,Undirected
7,12,38,Undirected
7,13,424,Undirected
7,14,295,Undirected
7,15,177,Undirected
7,16,124,Undirected
7,17,31,Undirected
7,18,17,Undirected
7,19,395,Undirected
7,20,5,Undirected
7,21,205,Undirected
7,22,388,Undirected
7,23,766,Undirected
7,24,589,Undirected
7,25,14,Undirected
7,26,127,Undirected
7,27,67,Undirected
7,28,30,Undirected
7,29,293,Undirected
7,30,128,Undirected
7,31,88,Undirected
7,32,2,Undirected
7,33,187,Undirected
7,34,545,Undirected
7,35,326,Undirected
7,36,75,Undirected
7,37,4,Undirected
7,38,79,Undirected
7,39,310,Undirected
7,40,33,Undirected
7,41,128,Undirected
7,42,817,Undirected
7,43,143,Undirected
7,44,33,Undirected
7,45,27,Undirected
7,46,336,Undirected
7,47,34,Undirected
7,48,203,Undirected
7,49,227,Undirected
7,50,138,Undirected
7,51,1,Undirected
7,52,55,Undirected
7,53,268,Undirected
7,54,63,Undirected
7,55,237,Undirected
7,56,0,Undirected
7,57,45,Undirected
7,58,541,Undirected
7,59,103,Undirected
7,60,1,Undirected
7,61,12,Undirected
7,62,158,Undirected
7,63,2707,Undirected
7,64,4,Undirected
7,65,25,Undirected
7,66,174,Undirected
7,67,29,Undirected
7,68,54,Undirected
7,69,39,Undirected
7,70,4,Undirected
7,71,4,Undirected
7,72,166,Undirected
7,73,11,Undirected
7,74,0,Undirected
7,75,138,Undirected
7,76,38,Undirected
7,77,73,Undirected
7,78,30,Undirected
7,79,19,Undirected
7,80,26,Undirected
7,81,27,Undirected
7,82,139,Undirected
7,83,108,Undirected
7,84,2,Undirected
7,85,5,Undirected
7,86,42,Undirected
7,87,49,Undirected
7,88,26,Undirected
7,89,169,Undirected
7,90,12,Undirected
7,91,57,Undirected
7,92,8,Undirected
7,93,68,Undirected
7,94,28,Undirected
7,95,0,Undirected
7,96,13,Undirected
7,97,40,Undirected
7,98,50,Undirected
7,99,61,Undirected
7,100,3,Undirected
8,9,59,Undirected
8,10,7591,Undirected
8,11,226,Undirected
8,12,1540,Undirected
8,13,15,Undirected
8,14,34,Undirected
8,15,10,Undirected
8,16,51,Undirected
8,17,97,Undirected
8,18,327,Undirected
8,19,251,Undirected
8,20,64,Undirected
8,21,25,Undirected
8,22,25,Undirected
8,23,5,Undirected
8,24,6,Undirected
8,25,71,Undirected
8,26,85,Undirected
8,27,55,Undirected
8,28,46,Undirected
8,29,26,Undirected
8,30,50,Undirected
8,31,20,Undirected
8,32,3597,Undirected
8,33,13,Undirected
8,34,3,Undirected
8,35,1,Undirected
8,36,28,Undirected
8,37,22,Undirected
8,38,13,Undirected
8,39,7,Undirected
8,40,42,Undirected
8,41,24,Undirected
8,42,0,Undirected
8,43,138,Undirected
8,44,400,Undirected
8,45,4,Undirected
8,46,0,Undirected
8,47,2,Undirected
8,48,1,Undirected
8,49,2,Undirected
8,50,3,Undirected
8,51,2160,Undirected
8,52,0,Undirected
8,53,0,Undirected
8,54,4,Undirected
8,55,8,Undirected
8,56,1,Undirected
8,57,22,Undirected
8,58,7,Undirected
8,59,28,Undirected
8,60,52,Undirected
8,61,9,Undirected
8,62,1,Undirected
8,63,0,Undirected
8,64,0,Undirected
8,65,49,Undirected
8,66,4,Undirected
8,67,23,Undirected
8,68,26,Undirected
8,69,4,Undirected
8,70,0,Undirected
8,71,9,Undirected
8,72,1,Undirected
8,73,583,Undirected
8,74,3,Undirected
8,75,5,Undirected
8,76,40,Undirected
8,77,8,Undirected
8,78,30,Undirected
8,79,25,Undirected
8,80,1,Undirected
8,81,15,Undirected
8,82,1,Undirected
8,83,1,Undirected
8,84,51,Undirected
8,85,2,Undirected
8,86,53,Undirected
8,87,1,Undirected
8,88,18,Undirected
8,89,1,Undirected
8,90,41,Undirected
8,91,1,Undirected
8,92,1,Undirected
8,93,16,Undirected
8,94,11,Undirected
8,95,0,Undirected
8,96,21,Undirected
8,97,0,Undirected
8,98,4,Undirected
8,99,0,Undirected
8,100,1,Undirected
9,10,81,Undirected
9,11,617,Undirected
9,12,1347,Undirected
9,13,105,Undirected
9,14,44,Undirected
9,15,48,Undirected
9,16,50,Undirected
9,17,167,Undirected
9,18,19,Undirected
9,19,147,Undirected
9,20,19,Undirected
9,21,15,Undirected
9,22,60,Undirected
9,23,153,Undirected
9,24,4,Undirected
9,25,71,Undirected
9,26,17,Undirected
9,27,36,Undirected
9,28,122,Undirected
9,29,75,Undirected
9,30,46,Undirected
9,31,30,Undirected
9,32,10,Undirected
9,33,30,Undirected
9,34,62,Undirected
9,35,48,Undirected
9,36,21,Undirected
9,37,21,Undirected
9,38,9,Undirected
9,39,106,Undirected
9,40,491,Undirected
9,41,103,Undirected
9,42,33,Undirected
9,43,57,Undirected
9,44,28,Undirected
9,45,11,Undirected
9,46,13,Undirected
9,47,94,Undirected
9,48,3,Undirected
9,49,3,Undirected
9,50,53,Undirected
9,51,27,Undirected
9,52,10,Undirected
9,53,66,Undirected
9,54,63,Undirected
9,55,19,Undirected
9,56,5,Undirected
9,57,9,Undirected
9,58,13,Undirected
9,59,4,Undirected
9,60,17,Undirected
9,61,57,Undirected
9,62,29,Undirected
9,63,18,Undirected
9,64,68,Undirected
9,65,17,Undirected
9,66,27,Undirected
9,67,21,Undirected
9,68,16,Undirected
9,69,246,Undirected
9,70,151,Undirected
9,71,0,Undirected
9,72,20,Undirected
9,73,9,Undirected
9,74,5,Undirected
9,75,1,Undirected
9,76,61,Undirected
9,77,8,Undirected
9,78,154,Undirected
9,79,51,Undirected
9,80,7,Undirected
9,81,8,Undirected
9,82,10,Undirected
9,83,54,Undirected
9,84,291,Undirected
9,85,91,Undirected
9,86,227,Undirected
9,87,9,Undirected
9,88,6,Undirected
9,89,1,Undirected
9,90,105,Undirected
9,91,99,Undirected
9,92,0,Undirected
9,93,61,Undirected
9,94,21,Undirected
9,95,9,Undirected
9,96,11,Undirected
9,97,6,Undirected
9,98,3,Undirected
9,99,1135,Undirected
9,100,12,Undirected
10,11,389,Undirected
10,12,97,Undirected
10,13,13,Undirected
10,14,17,Undirected
10,15,7,Undirected
10,16,34,Undirected
10,17,45,Undirected
10,18,28,Undirected
10,19,147,Undirected
10,20,2,Undirected
10,21,3,Undirected
10,22,26,Undirected
10,23,2,Undirected
10,24,3,Undirected
10,25,13,Undirected
10,26,10,Undirected
10,27,48,Undirected
10,28,23,Undirected
10,29,10,Undirected
10,30,53,Undirected
10,31,18,Undirected
10,32,3323,Undirected
10,33,14,Undirected
10,34,14,Undirected
10,35,2,Undirected
10,36,22,Undirected
10,37,0,Undirected
10,38,3,Undirected
10,39,8,Undirected
10,40,86,Undirected
10,41,6,Undirected
10,42,0,Undirected
10,43,176,Undirected
10,44,324,Undirected
10,45,6,Undirected
10,46,3,Undirected
10,47,4,Undirected
10,48,1,Undirected
10,49,1,Undirected
10,50,8,Undirected
10,51,690,Undirected
10,52,2,Undirected
10,53,1,Undirected
10,54,3,Undirected
10,55,3,Undirected
10,56,0,Undirected
10,57,8,Undirected
10,58,3,Undirected
10,59,13,Undirected
10,60,0,Undirected
10,61,31,Undirected
10,62,0,Undirected
10,63,1,Undirected
10,64,0,Undirected
10,65,21,Undirected
10,66,3,Undirected
10,67,1,Undirected
10,68,12,Undirected
10,69,8,Undirected
10,70,19,Undirected
10,71,5,Undirected
10,72,0,Undirected
10,73,25,Undirected
10,74,5,Undirected
10,75,0,Undirected
10,76,66,Undirected
10,77,1,Undirected
10,78,13,Undirected
10,79,20,Undirected
10,80,0,Undirected
10,81,13,Undirected
10,82,0,Undirected
10,83,1,Undirected
10,84,5,Undirected
10,85,35,Undirected
10,86,77,Undirected
10,87,7,Undirected
10,88,0,Undirected
10,89,2,Undirected
10,90,80,Undirected
10,91,1,Undirected
10,92,0,Undirected
10,93,31,Undirected
10,94,8,Undirected
10,95,0,Undirected
10,96,19,Undirected
10,97,4,Undirected
10,98,1,Undirected
10,99,0,Undirected
10,100,12,Undirected
11,12,183,Undirected
11,13,305,Undirected
11,14,195,Undirected
11,15,493,Undirected
11,16,509,Undirected
11,17,235,Undirected
11,18,322,Undirected
11,19,299,Undirected
11,20,698,Undirected
11,21,422,Undirected
11,22,180,Undirected
11,23,321,Undirected
11,24,572,Undirected
11,25,830,Undirected
11,26,228,Undirected
11,27,395,Undirected
11,28,215,Undirected
11,29,137,Undirected
11,30,375,Undirected
11,31,119,Undirected
11,32,147,Undirected
11,33,72,Undirected
11,34,81,Undirected
11,35,76,Undirected
11,36,58,Undirected
11,37,195,Undirected
11,38,75,Undirected
11,39,130,Undirected
11,40,99,Undirected
11,41,86,Undirected
11,42,41,Undirected
11,43,53,Undirected
11,44,99,Undirected
11,45,56,Undirected
11,46,39,Undirected
11,47,212,Undirected
11,48,69,Undirected
11,49,166,Undirected
11,50,104,Undirected
11,51,11,Undirected
11,52,71,Undirected
11,53,56,Undirected
11,54,38,Undirected
11,55,56,Undirected
11,56,0,Undirected
11,57,63,Undirected
11,58,42,Undirected
11,59,40,Undirected
11,60,85,Undirected
11,61,101,Undirected
11,62,130,Undirected
11,63,65,Undirected
11,64,111,Undirected
11,65,17,Undirected
11,66,39,Undirected
11,67,38,Undirected
11,68,48,Undirected
11,69,22,Undirected
11,70,320,Undirected
11,71,91,Undirected
11,72,40,Undirected
11,73,66,Undirected
11,74,23,Undirected
11,75,54,Undirected
11,76,95,Undirected
11,77,51,Undirected
11,78,31,Undirected
11,79,197,Undirected
11,80,26,Undirected
11,81,17,Undirected
11,82,44,Undirected
11,83,37,Undirected
11,84,58,Undirected
11,85,159,Undirected
11,86,523,Undirected
11,87,30,Undirected
11,88,36,Undirected
11,89,28,Undirected
11,90,25,Undirected
11,91,10,Undirected
11,92,117,Undirected
11,93,1045,Undirected
11,94,31,Undirected
11,95,50,Undirected
11,96,113,Undirected
11,97,31,Undirected
11,98,38,Undirected
11,99,50,Undirected
11,100,26,Undirected
12,13,81,Undirected
12,14,33,Undirected
12,15,8,Undirected
12,16,31,Undirected
12,17,155,Undirected
12,18,438,Undirected
12,19,103,Undirected
12,20,42,Undirected
12,21,21,Undirected
12,22,27,Undirected
12,23,4,Undirected
12,24,3,Undirected
12,25,51,Undirected
12,26,58,Undirected
12,27,22,Undirected
12,28,68,Undirected
12,29,71,Undirected
12,30,66,Undirected
12,31,14,Undirected
12,32,40,Undirected
12,33,47,Undirected
12,34,34,Undirected
12,35,4,Undirected
12,36,10,Undirected
12,37,14,Undirected
12,38,8,Undirected
12,39,11,Undirected
12,40,2342,Undirected
12,41,23,Undirected
12,42,1,Undirected
12,43,31,Undirected
12,44,351,Undirected
12,45,5,Undirected
12,46,6,Undirected
12,47,10,Undirected
12,48,1,Undirected
12,49,5,Undirected
12,50,1,Undirected
12,51,21,Undirected
12,52,0,Undirected
12,53,3,Undirected
12,54,3,Undirected
12,55,18,Undirected
12,56,2,Undirected
12,57,10,Undirected
12,58,3,Undirected
12,59,27,Undirected
12,60,49,Undirected
12,61,6,Undirected
12,62,3,Undirected
12,63,3,Undirected
12,64,1,Undirected
12,65,38,Undirected
12,66,9,Undirected
12,67,25,Undirected
12,68,15,Undirected
12,69,28,Undirected
12,70,1,Undirected
12,71,5,Undirected
12,72,6,Undirected
12,73,608,Undirected
12,74,17,Undirected
12,75,5,Undirected
12,76,29,Undirected
12,77,8,Undirected
12,78,63,Undirected
12,79,17,Undirected
12,80,4,Undirected
12,81,7,Undirected
12,82,1,Undirected
12,83,4,Undirected
12,84,1582,Undirected
12,85,0,Undirected
12,86,28,Undirected
12,87,2,Undirected
12,88,75,Undirected
12,89,14,Undirected
12,90,41,Undirected
12,91,1,Undirected
12,92,0,Undirected
12,93,32,Undirected
12,94,7,Undirected
12,95,0,Undirected
12,96,14,Undirected
12,97,3,Undirected
12,98,3,Undirected
12,99,3,Undirected
12,100,1,Undirected
13,14,76,Undirected
13,15,87,Undirected
13,16,127,Undirected
13,17,24,Undirected
13,18,12,Undirected
13,19,463,Undirected
13,20,4,Undirected
13,21,3,Undirected
13,22,84,Undirected
13,23,162,Undirected
13,24,31,Undirected
13,25,13,Undirected
13,26,3,Undirected
13,27,13,Undirected
13,28,87,Undirected
13,29,410,Undirected
13,30,42,Undirected
13,31,4,Undirected
13,32,3,Undirected
13,33,350,Undirected
13,34,1084,Undirected
13,35,1131,Undirected
13,36,12,Undirected
13,37,2,Undirected
13,38,735,Undirected
13,39,59,Undirected
13,40,1,Undirected
13,41,56,Undirected
13,42,31,Undirected
13,43,126,Undirected
13,44,3,Undirected
13,45,158,Undirected
13,46,119,Undirected
13,47,15,Undirected
13,48,33,Undirected
13,49,12,Undirected
13,50,9,Undirected
13,51,1,Undirected
13,52,16,Undirected
13,53,61,Undirected
13,54,4,Undirected
13,55,102,Undirected
13,56,70,Undirected
13,57,12,Undirected
13,58,87,Undirected
13,59,12,Undirected
13,60,4,Undirected
13,61,225,Undirected
13,62,142,Undirected
13,63,42,Undirected
13,64,8,Undirected
13,65,25,Undirected
13,66,32,Undirected
13,67,0,Undirected
13,68,451,Undirected
13,69,6,Undirected
13,70,0,Undirected
13,71,1,Undirected
13,72,281,Undirected
13,73,12,Undirected
13,74,8,Undirected
13,75,1,Undirected
13,76,9,Undirected
13,77,347,Undirected
13,78,12,Undirected
13,79,27,Undirected
13,80,31,Undirected
13,81,6,Undirected
13,82,75,Undirected
13,83,210,Undirected
13,84,13,Undirected
13,85,0,Undirected
13,86,57,Undirected
13,87,30,Undirected
13,88,23,Undirected
13,89,220,Undirected
13,90,4,Undirected
13,91,55,Undirected
13,92,2,Undirected
13,93,38,Undirected
13,94,13,Undirected
13,95,1,Undirected
13,96,8,Undirected
13,97,3,Undirected
13,98,13,Undirected
13,99,1,Undirected
13,100,1,Undirected
14,15,23,Undirected
14,16,78,Undirected
14,17,18,Undirected
14,18,15,Undirected
14,19,204,Undirected
14,20,43,Undirected
14,21,265,Undirected
14,22,39,Undirected
14,23,128,Undirected
14,24,21,Undirected
14,25,78,Undirected
14,26,369,Undirected
14,27,12,Undirected
14,28,27,Undirected
14,29,137,Undirected
14,30,110,Undirected
14,31,629,Undirected
14,32,4,Undirected
14,33,245,Undirected
14,34,110,Undirected
14,35,66,Undirected
14,36,5,Undirected
14,37,31,Undirected
14,38,28,Undirected
14,39,123,Undirected
14,40,3,Undirected
14,41,109,Undirected
14,42,19,Undirected
14,43,56,Undirected
14,44,251,Undirected
14,45,11,Undirected
14,46,60,Undirected
14,47,15,Undirected
14,48,21,Undirected
14,49,7,Undirected
14,50,260,Undirected
14,51,2,Undirected
14,52,3,Undirected
14,53,64,Undirected
14,54,476,Undirected
14,55,53,Undirected
14,56,0,Undirected
14,57,178,Undirected
14,58,71,Undirected
14,59,4,Undirected
14,60,33,Undirected
14,61,6,Undirected
14,62,43,Undirected
14,63,73,Undirected
14,64,26,Undirected
14,65,133,Undirected
14,66,57,Undirected
14,67,132,Undirected
14,68,19,Undirected
14,69,6,Undirected
14,70,3,Undirected
14,71,33,Undirected
